query,context,relevance
Find a Science Fiction writing prompt,"<Science Fiction> </Science Fiction> <Time Travel> </Science Fiction> <The Message from the Future Self> </The Message from the Future Self> prompt You receive a cryptic, urgent message from your future self, warning you about a decision you're about to make.",1.0
Find a Science Fiction prompt about time travel,"<Science Fiction> </Science Fiction> <Time Travel> </Science Fiction> <The Message from the Future Self> </The Message from the Future Self> prompt You receive a cryptic, urgent message from your future self, warning you about a decision you're about to make.",1.0
Find a writing prompt about message,"<Science Fiction> </Science Fiction> <Time Travel> </Science Fiction> <The Message from the Future Self> </The Message from the Future Self> prompt You receive a cryptic, urgent message from your future self, warning you about a decision you're about to make.",1.0
Find a Fantasy writing prompt,"<Science Fiction> </Science Fiction> <Time Travel> </Science Fiction> <The Message from the Future Self> </The Message from the Future Self> prompt You receive a cryptic, urgent message from your future self, warning you about a decision you're about to make.",0.0
Find a Mystery writing prompt,<Mystery> </Mystery> <Supernatural> </Mystery> <The Haunted Bookstore </The Haunted Bookstore> prompt A bookstore is haunted by a playful but mischievous ghost who rearranges books to send messages or play pranks on customers.,1.0
Find a Mystery prompt about supernatural,<Mystery> </Mystery> <Supernatural> </Mystery> <The Haunted Bookstore </The Haunted Bookstore> prompt A bookstore is haunted by a playful but mischievous ghost who rearranges books to send messages or play pranks on customers.,1.0
Find a writing prompt about ghost,<Mystery> </Mystery> <Supernatural> </Mystery> <The Haunted Bookstore </The Haunted Bookstore> prompt A bookstore is haunted by a playful but mischievous ghost who rearranges books to send messages or play pranks on customers.,1.0
Find a Fantasy writing prompt,<Mystery> </Mystery> <Supernatural> </Mystery> <The Haunted Bookstore </The Haunted Bookstore> prompt A bookstore is haunted by a playful but mischievous ghost who rearranges books to send messages or play pranks on customers.,0.0
Find a writing prompt about child and paints and brings,"<Children's Fiction> </Children's Fiction> <Magic> </Children's Fiction> <The Magical Paintbrush> </The Magical Paintbrush> prompt A child finds a paintbrush that brings whatever it paints to life, but only for a short while.",1.0
Find a Fantasy writing prompt,"<Children's Fiction> </Children's Fiction> <Magic> </Children's Fiction> <The Magical Paintbrush> </The Magical Paintbrush> prompt A child finds a paintbrush that brings whatever it paints to life, but only for a short while.",0.0
Find a Horror writing prompt,"<Horror> </Horror> <Urban Legend> </Horror> <The Hitchhiker Who Vanishes> </The Hitchhiker Who Vanishes> prompt A driver picks up a hitchhiker on a lonely road at night. The hitchhiker tells a sad story, then vanishes from the car, leaving behind an object.",1.0
Find a Horror prompt about urban legend,"<Horror> </Horror> <Urban Legend> </Horror> <The Hitchhiker Who Vanishes> </The Hitchhiker Who Vanishes> prompt A driver picks up a hitchhiker on a lonely road at night. The hitchhiker tells a sad story, then vanishes from the car, leaving behind an object.",1.0
Find a writing prompt about picks and vanishes and lonely,"<Horror> </Horror> <Urban Legend> </Horror> <The Hitchhiker Who Vanishes> </The Hitchhiker Who Vanishes> prompt A driver picks up a hitchhiker on a lonely road at night. The hitchhiker tells a sad story, then vanishes from the car, leaving behind an object.",1.0
Find a Fantasy writing prompt,"<Horror> </Horror> <Urban Legend> </Horror> <The Hitchhiker Who Vanishes> </The Hitchhiker Who Vanishes> prompt A driver picks up a hitchhiker on a lonely road at night. The hitchhiker tells a sad story, then vanishes from the car, leaving behind an object.",0.0
Find a Romance writing prompt,"<Romance> </Romance> <Paranormal> </Romance> <The Werewolf's Dilemma> </The Werewolf's Dilemma> prompt A werewolf falls in love with a human but is terrified of revealing their true nature, especially during the full moon.",1.0
Find a Romance prompt about paranormal,"<Romance> </Romance> <Paranormal> </Romance> <The Werewolf's Dilemma> </The Werewolf's Dilemma> prompt A werewolf falls in love with a human but is terrified of revealing their true nature, especially during the full moon.",1.0
Find a writing prompt about revealing,"<Romance> </Romance> <Paranormal> </Romance> <The Werewolf's Dilemma> </The Werewolf's Dilemma> prompt A werewolf falls in love with a human but is terrified of revealing their true nature, especially during the full moon.",1.0
Find a Fantasy writing prompt,"<Romance> </Romance> <Paranormal> </Romance> <The Werewolf's Dilemma> </The Werewolf's Dilemma> prompt A werewolf falls in love with a human but is terrified of revealing their true nature, especially during the full moon.",0.0
Find a writing prompt about carries,"<Historical Fiction> </Historical Fiction> <Dreams & Aspirations> </Historical Fiction> <The Pioneer's Hope> </The Pioneer's Hope> prompt A family journeying on the Oregon Trail in the 1800s carries with them a small, symbolic item representing their hopes for a new life.",1.0
Find a Fantasy writing prompt,"<Historical Fiction> </Historical Fiction> <Dreams & Aspirations> </Historical Fiction> <The Pioneer's Hope> </The Pioneer's Hope> prompt A family journeying on the Oregon Trail in the 1800s carries with them a small, symbolic item representing their hopes for a new life.",0.0
Find a writing prompt about double and through and discovers,<Contemporary> </Contemporary> <Betrayal & Trust> </Contemporary> <The Secret Online Persona> </The Secret Online Persona> prompt Someone discovers their closest friend has been leading a double life through a secret online persona that is damaging to others.,1.0
Find a Fantasy writing prompt,<Contemporary> </Contemporary> <Betrayal & Trust> </Contemporary> <The Secret Online Persona> </The Secret Online Persona> prompt Someone discovers their closest friend has been leading a double life through a secret online persona that is damaging to others.,0.0
Find a writing prompt about bragging and dwellers and pigeons,"<Humor> </Humor> <Adventure> </Humor> <The Great Pigeon Race> </The Great Pigeon Race> prompt An eccentric group of city dwellers train their pigeons for an unofficial, high-stakes cross-city race, with bragging rights and a strange trophy on the line.",1.0
Find a Fantasy writing prompt,"<Humor> </Humor> <Adventure> </Humor> <The Great Pigeon Race> </The Great Pigeon Race> prompt An eccentric group of city dwellers train their pigeons for an unofficial, high-stakes cross-city race, with bragging rights and a strange trophy on the line.",0.0
Find a writing prompt about tired,"<Adventure> </Adventure> <Escape & Freedom> </Adventure> <The Zoo Break> </The Zoo Break> prompt A clever group of zoo animals, tired of captivity, plots an elaborate escape.",1.0
Find a Fantasy writing prompt,"<Adventure> </Adventure> <Escape & Freedom> </Adventure> <The Zoo Break> </The Zoo Break> prompt A clever group of zoo animals, tired of captivity, plots an elaborate escape.",0.0
Find a writing prompt about unexpected and passion and hobby,"<Slice of Life> </Slice of Life> <Self-Discovery> </Slice of Life> <The Accidental Hobby> </The Accidental Hobby> prompt Someone tries a new hobby on a whim (like pottery, coding, or birdwatching) and discovers an unexpected passion and talent.",1.0
Find a Fantasy writing prompt,"<Slice of Life> </Slice of Life> <Self-Discovery> </Slice of Life> <The Accidental Hobby> </The Accidental Hobby> prompt Someone tries a new hobby on a whim (like pottery, coding, or birdwatching) and discovers an unexpected passion and talent.",0.0
Find a Fantasy writing prompt,"<Fantasy> </Fantasy> <Nature & Environment> </Fantasy> <The Last Dryad> </The Last Dryad> prompt The last dryad must find a way to save her dying forest from encroaching industrialization, with the help of a skeptical human.",1.0
Find a Fantasy prompt about nature & environment,"<Fantasy> </Fantasy> <Nature & Environment> </Fantasy> <The Last Dryad> </The Last Dryad> prompt The last dryad must find a way to save her dying forest from encroaching industrialization, with the help of a skeptical human.",1.0
Find a writing prompt about dying,"<Fantasy> </Fantasy> <Nature & Environment> </Fantasy> <The Last Dryad> </The Last Dryad> prompt The last dryad must find a way to save her dying forest from encroaching industrialization, with the help of a skeptical human.",1.0
Find a Science Fiction writing prompt,"<Fantasy> </Fantasy> <Nature & Environment> </Fantasy> <The Last Dryad> </The Last Dryad> prompt The last dryad must find a way to save her dying forest from encroaching industrialization, with the help of a skeptical human.",0.0
Find a Science Fiction writing prompt,"<Science Fiction> </Science Fiction> <Consequences> </Science Fiction> <The Terraforming Error> </The Terraforming Error> prompt A terraforming project on a new planet goes slightly wrong, resulting in an ecosystem with bizarre and unpredictable flora and fauna.",1.0
Find a Science Fiction prompt about consequences,"<Science Fiction> </Science Fiction> <Consequences> </Science Fiction> <The Terraforming Error> </The Terraforming Error> prompt A terraforming project on a new planet goes slightly wrong, resulting in an ecosystem with bizarre and unpredictable flora and fauna.",1.0
Find a writing prompt about slightly and flora and resulting,"<Science Fiction> </Science Fiction> <Consequences> </Science Fiction> <The Terraforming Error> </The Terraforming Error> prompt A terraforming project on a new planet goes slightly wrong, resulting in an ecosystem with bizarre and unpredictable flora and fauna.",1.0
Find a Fantasy writing prompt,"<Science Fiction> </Science Fiction> <Consequences> </Science Fiction> <The Terraforming Error> </The Terraforming Error> prompt A terraforming project on a new planet goes slightly wrong, resulting in an ecosystem with bizarre and unpredictable flora and fauna.",0.0
Find a Mystery writing prompt,"<Mystery> </Mystery> <Thriller> </Mystery> <The Voice on the Radio> </The Voice on the Radio> prompt Late at night, a radio DJ receives a call from a panicked listener who claims to be witnessing a crime in progress, but the call cuts off abruptly.",1.0
Find a Mystery prompt about thriller,"<Mystery> </Mystery> <Thriller> </Mystery> <The Voice on the Radio> </The Voice on the Radio> prompt Late at night, a radio DJ receives a call from a panicked listener who claims to be witnessing a crime in progress, but the call cuts off abruptly.",1.0
Find a writing prompt about receives,"<Mystery> </Mystery> <Thriller> </Mystery> <The Voice on the Radio> </The Voice on the Radio> prompt Late at night, a radio DJ receives a call from a panicked listener who claims to be witnessing a crime in progress, but the call cuts off abruptly.",1.0
Find a Fantasy writing prompt,"<Mystery> </Mystery> <Thriller> </Mystery> <The Voice on the Radio> </The Voice on the Radio> prompt Late at night, a radio DJ receives a call from a panicked listener who claims to be witnessing a crime in progress, but the call cuts off abruptly.",0.0
Find a Horror writing prompt,"<Horror> </Horror> <Creature Feature> </Horror> <The Thing Under the Bed (Grown Up) </The Thing Under the Bed (Grown Up)> prompt An adult, living alone, starts to suspect the childhood fear of ""something under the bed"" might not have been just a fear.",1.0
Find a Horror prompt about creature feature,"<Horror> </Horror> <Creature Feature> </Horror> <The Thing Under the Bed (Grown Up) </The Thing Under the Bed (Grown Up)> prompt An adult, living alone, starts to suspect the childhood fear of ""something under the bed"" might not have been just a fear.",1.0
Find a writing prompt about starts and living and suspect,"<Horror> </Horror> <Creature Feature> </Horror> <The Thing Under the Bed (Grown Up) </The Thing Under the Bed (Grown Up)> prompt An adult, living alone, starts to suspect the childhood fear of ""something under the bed"" might not have been just a fear.",1.0
Find a Fantasy writing prompt,"<Horror> </Horror> <Creature Feature> </Horror> <The Thing Under the Bed (Grown Up) </The Thing Under the Bed (Grown Up)> prompt An adult, living alone, starts to suspect the childhood fear of ""something under the bed"" might not have been just a fear.",0.0
Find a Romance writing prompt,"<Romance> </Romance> <Second Chances> </Romance> <The Letter in the Bottle> </The Letter in the Bottle> prompt Years after writing a message in a bottle about a lost love and throwing it into the sea, the author receives an unexpected reply.",1.0
Find a Romance prompt about second chances,"<Romance> </Romance> <Second Chances> </Romance> <The Letter in the Bottle> </The Letter in the Bottle> prompt Years after writing a message in a bottle about a lost love and throwing it into the sea, the author receives an unexpected reply.",1.0
Find a writing prompt about message and writing,"<Romance> </Romance> <Second Chances> </Romance> <The Letter in the Bottle> </The Letter in the Bottle> prompt Years after writing a message in a bottle about a lost love and throwing it into the sea, the author receives an unexpected reply.",1.0
Find a Fantasy writing prompt,"<Romance> </Romance> <Second Chances> </Romance> <The Letter in the Bottle> </The Letter in the Bottle> prompt Years after writing a message in a bottle about a lost love and throwing it into the sea, the author receives an unexpected reply.",0.0
Find a writing prompt about relationship and complex,"<Myth Retelling> </Myth Retelling> <Family & Belonging> </Myth Retelling> <Persephone's Choice> </Persephone's Choice> prompt Persephone's time in the Underworld isn't a capture, but a complex arrangement she negotiated for reasons of her own, exploring her relationship with both Hades and Demeter.",1.0
Find a Fantasy writing prompt,"<Myth Retelling> </Myth Retelling> <Family & Belonging> </Myth Retelling> <Persephone's Choice> </Persephone's Choice> prompt Persephone's time in the Underworld isn't a capture, but a complex arrangement she negotiated for reasons of her own, exploring her relationship with both Hades and Demeter.",0.0
Find a writing prompt about someone and decides,"<Contemporary> </Contemporary> <Identity> </Contemporary> <The Name Change> </The Name Change> prompt Someone decides to legally change their name, not to hide, but to better reflect the person they have become or always wanted to be.",1.0
Find a Fantasy writing prompt,"<Contemporary> </Contemporary> <Identity> </Contemporary> <The Name Change> </The Name Change> prompt Someone decides to legally change their name, not to hide, but to better reflect the person they have become or always wanted to be.",0.0
Find a writing prompt about public and changed,"<Humor> </Humor> <The Mundane Made Extraordinary> </Humor> <The Day the Statues Danced> </The Day the Statues Danced> prompt One morning, all the public statues in the city have inexplicably changed poses, as if they had a wild party overnight.",1.0
Find a Fantasy writing prompt,"<Humor> </Humor> <The Mundane Made Extraordinary> </Humor> <The Day the Statues Danced> </The Day the Statues Danced> prompt One morning, all the public statues in the city have inexplicably changed poses, as if they had a wild party overnight.",0.0
Find a writing prompt about reveal and explorers and winds,<Adventure> </Adventure> <Exploration> </Adventure> <The Cave of Whispering Winds> </The Cave of Whispering Winds> prompt Explorers search for a legendary cave where the winds are said to whisper prophecies or reveal forgotten truths.,1.0
Find a Fantasy writing prompt,<Adventure> </Adventure> <Exploration> </Adventure> <The Cave of Whispering Winds> </The Cave of Whispering Winds> prompt Explorers search for a legendary cave where the winds are said to whisper prophecies or reveal forgotten truths.,0.0
Find a writing prompt about coffee and where and friends,"<Slice of Life> </Slice of Life> <Friendship> </Slice of Life> <The Weekly Coffee Meetup> </The Weekly Coffee Meetup> prompt A group of friends has a standing weekly coffee meetup. Describe one meeting where a significant, life-altering piece of news is shared.",1.0
Find a Fantasy writing prompt,"<Slice of Life> </Slice of Life> <Friendship> </Slice of Life> <The Weekly Coffee Meetup> </The Weekly Coffee Meetup> prompt A group of friends has a standing weekly coffee meetup. Describe one meeting where a significant, life-altering piece of news is shared.",0.0
Find a writing prompt about meeting,<Magical Realism> </Magical Realism> <Love> </Magical Realism> <The Man Who Tasted Emotions> </The Man Who Tasted Emotions> prompt A chef discovers he can taste the emotions of the person who cooked a dish. He falls in love with someone through the flavors of their food before ever meeting them.,1.0
Find a Fantasy writing prompt,<Magical Realism> </Magical Realism> <Love> </Magical Realism> <The Man Who Tasted Emotions> </The Man Who Tasted Emotions> prompt A chef discovers he can taste the emotions of the person who cooked a dish. He falls in love with someone through the flavors of their food before ever meeting them.,0.0
Find a Science Fiction writing prompt,"<Science Fiction> </Science Fiction> <Space Opera> </Science Fiction> <The Stowaway with a Secret> </The Stowaway with a Secret> prompt A luxury starliner discovers a stowaway who isn't just trying to escape poverty, but is carrying vital information that could topple an empire.",1.0
Find a Science Fiction prompt about space opera,"<Science Fiction> </Science Fiction> <Space Opera> </Science Fiction> <The Stowaway with a Secret> </The Stowaway with a Secret> prompt A luxury starliner discovers a stowaway who isn't just trying to escape poverty, but is carrying vital information that could topple an empire.",1.0
Find a writing prompt about topple and trying,"<Science Fiction> </Science Fiction> <Space Opera> </Science Fiction> <The Stowaway with a Secret> </The Stowaway with a Secret> prompt A luxury starliner discovers a stowaway who isn't just trying to escape poverty, but is carrying vital information that could topple an empire.",1.0
Find a Fantasy writing prompt,"<Science Fiction> </Science Fiction> <Space Opera> </Science Fiction> <The Stowaway with a Secret> </The Stowaway with a Secret> prompt A luxury starliner discovers a stowaway who isn't just trying to escape poverty, but is carrying vital information that could topple an empire.",0.0
Find a Mystery writing prompt,"<Mystery> </Mystery> <Historical> </Mystery> <The Curse of the Pharaoh's Amulet> </The Curse of the Pharaoh's Amulet> prompt An archaeologist in the 1920s unearths a pharaoh's tomb and a unique amulet. Soon after, members of the expedition begin to suffer strange misfortunes.",1.0
Find a Mystery prompt about historical,"<Mystery> </Mystery> <Historical> </Mystery> <The Curse of the Pharaoh's Amulet> </The Curse of the Pharaoh's Amulet> prompt An archaeologist in the 1920s unearths a pharaoh's tomb and a unique amulet. Soon after, members of the expedition begin to suffer strange misfortunes.",1.0
Find a writing prompt about archaeologist,"<Mystery> </Mystery> <Historical> </Mystery> <The Curse of the Pharaoh's Amulet> </The Curse of the Pharaoh's Amulet> prompt An archaeologist in the 1920s unearths a pharaoh's tomb and a unique amulet. Soon after, members of the expedition begin to suffer strange misfortunes.",1.0
Find a Fantasy writing prompt,"<Mystery> </Mystery> <Historical> </Mystery> <The Curse of the Pharaoh's Amulet> </The Curse of the Pharaoh's Amulet> prompt An archaeologist in the 1920s unearths a pharaoh's tomb and a unique amulet. Soon after, members of the expedition begin to suffer strange misfortunes.",0.0
Find a writing prompt about their,"<Children's Fiction> </Children's Fiction> <Courage> </Children's Fiction> <The Monster in the Closet is Scared of the Dark> </The Monster in the Closet is Scared of the Dark> prompt A child discovers the monster in their closet is actually terrified of the dark, and they must help it find its courage.",1.0
Find a Fantasy writing prompt,"<Children's Fiction> </Children's Fiction> <Courage> </Children's Fiction> <The Monster in the Closet is Scared of the Dark> </The Monster in the Closet is Scared of the Dark> prompt A child discovers the monster in their closet is actually terrified of the dark, and they must help it find its courage.",0.0
Find a writing prompt about instantly,"<Memoir> </Memoir> <Memory> </Memory> <The Scent of Yesterday> </The Scent of Yesterday> prompt Describe a specific smell that instantly transports you back to a vivid memory. What is the smell, and what memory does it evoke?",1.0
Find a Fantasy writing prompt,"<Memoir> </Memoir> <Memory> </Memory> <The Scent of Yesterday> </The Scent of Yesterday> prompt Describe a specific smell that instantly transports you back to a vivid memory. What is the smell, and what memory does it evoke?",0.0
Find a writing prompt about about and stranger,<Travel Writing> </Travel Writing> <Observation> </Observation> <The Most Interesting Stranger> </The Most Interesting Stranger> prompt Write about the most interesting stranger you've ever encountered while traveling. What made them memorable?,1.0
Find a Fantasy writing prompt,<Travel Writing> </Travel Writing> <Observation> </Observation> <The Most Interesting Stranger> </The Most Interesting Stranger> prompt Write about the most interesting stranger you've ever encountered while traveling. What made them memorable?,0.0
Find a writing prompt about secret and important and describe,"<Nature Writing> </Nature Writing> <Place> </Place> <My Secret Spot> </My Secret Spot> prompt Describe a secret or special spot in nature that you love. What does it look, sound, and feel like? Why is it important to you?",1.0
Find a Fantasy writing prompt,"<Nature Writing> </Nature Writing> <Place> </Place> <My Secret Spot> </My Secret Spot> prompt Describe a secret or special spot in nature that you love. What does it look, sound, and feel like? Why is it important to you?",0.0
Find a writing prompt about write and represents and associated,"<Food Writing> </Food Writing> <Culture> </Culture> <The Dish of My People> </The Dish of My People> prompt Write about a specific dish that represents your family, culture, or heritage. What are its ingredients, history, and the stories associated with it?",1.0
Find a Fantasy writing prompt,"<Food Writing> </Food Writing> <Culture> </Culture> <The Dish of My People> </The Dish of My People> prompt Write about a specific dish that represents your family, culture, or heritage. What are its ingredients, history, and the stories associated with it?",0.0
Find a writing prompt about community and profile,"<Profile> </Profile> <Work & Passion> </Work & Passion> <The Artisan Next Door> </The Artisan Next Door> prompt Profile someone in your community who creates something with their hands (e.g., baker, carpenter, knitter). What is their craft, and what drives their passion?",1.0
Find a Fantasy writing prompt,"<Profile> </Profile> <Work & Passion> </Work & Passion> <The Artisan Next Door> </The Artisan Next Door> prompt Profile someone in your community who creates something with their hands (e.g., baker, carpenter, knitter). What is their craft, and what drives their passion?",0.0
Find a writing prompt about reflect,"<Cultural Commentary> </Cultural Commentary> <Technology> </Technology> <The Lost Art of Conversation> </The Lost Art of Conversation> prompt Reflect on how technology has changed the way we communicate. Do you think we've lost something, or gained more?",1.0
Find a Fantasy writing prompt,"<Cultural Commentary> </Cultural Commentary> <Technology> </Technology> <The Lost Art of Conversation> </The Lost Art of Conversation> prompt Reflect on how technology has changed the way we communicate. Do you think we've lost something, or gained more?",0.0
Find a writing prompt about everyday and event and moment,<Historical Reflection> </Historical Reflection> <Memory> </Memory> <If These Walls Could Talk> </If These Walls Could Talk> prompt Choose an old building you know well. Imagine and write about a significant event or everyday moment from its past that you feel it witnessed.,1.0
Find a Fantasy writing prompt,<Historical Reflection> </Historical Reflection> <Memory> </Memory> <If These Walls Could Talk> </If These Walls Could Talk> prompt Choose an old building you know well. Imagine and write about a significant event or everyday moment from its past that you feel it witnessed.,0.0
Find a writing prompt about valuable and write,"<Humorous Essay> </Humorous Essay> <The Everyday> </The Everyday> <My Most Spectacular Failure> </My Most Spectacular Failure> prompt Write a funny account of a time you failed at something spectacularly, but learned a valuable (or useless) lesson.",1.0
Find a Fantasy writing prompt,"<Humorous Essay> </Humorous Essay> <The Everyday> </The Everyday> <My Most Spectacular Failure> </My Most Spectacular Failure> prompt Write a funny account of a time you failed at something spectacularly, but learned a valuable (or useless) lesson.",0.0
Find a writing prompt about explain and focus and rather,"<How-To / Skill Share> </How-To / Skill Share> <Learning> </Learning> <The Joy of [Your Hobby] </The Joy of [Your Hobby]> prompt Explain how to do a simple task related to your favorite hobby, but focus more on the joy and personal satisfaction you get from it rather than just the steps.",1.0
Find a Fantasy writing prompt,"<How-To / Skill Share> </How-To / Skill Share> <Learning> </Learning> <The Joy of [Your Hobby] </The Joy of [Your Hobby]> prompt Explain how to do a simple task related to your favorite hobby, but focus more on the joy and personal satisfaction you get from it rather than just the steps.",0.0
Find a writing prompt about public and describe and stories,<Observational Essay> </Observational Essay> <Social Interaction> </Social Interaction> <People-Watching at the Cafe> </People-Watching at the Cafe> prompt Spend an hour people-watching in a public place (like a cafe or park). Describe the small interactions and unspoken stories you observe.,1.0
Find a Fantasy writing prompt,<Observational Essay> </Observational Essay> <Social Interaction> </Social Interaction> <People-Watching at the Cafe> </People-Watching at the Cafe> prompt Spend an hour people-watching in a public place (like a cafe or park). Describe the small interactions and unspoken stories you observe.,0.0
Find a writing prompt about ritual and family and quirky,"<Memoir> </Memoir> <Family> </Family> <A Family Ritual> </A Family Ritual> prompt Describe a unique or quirky ritual your family has or had. What did it involve, and what did it mean to you?",1.0
Find a Fantasy writing prompt,"<Memoir> </Memoir> <Family> </Family> <A Family Ritual> </A Family Ritual> prompt Describe a unique or quirky ritual your family has or had. What did it involve, and what did it mean to you?",0.0
Find a writing prompt about perhaps and while and recount,"<Travel Writing> </Travel Writing> <Challenges> </Challenges> <Lost in Translation (Literally) </Lost in Translation (Literally)> prompt Recount a time you got hilariously or terrifyingly lost while traveling, perhaps due to a language barrier or misdirection.",1.0
Find a Fantasy writing prompt,"<Travel Writing> </Travel Writing> <Challenges> </Challenges> <Lost in Translation (Literally) </Lost in Translation (Literally)> prompt Recount a time you got hilariously or terrifyingly lost while traveling, perhaps due to a language barrier or misdirection.",0.0
Find a writing prompt about witness and among,"<Nature Writing> </Nature Writing> <Observation> </Observation> <The Language of Birds> </The Language of Birds> prompt Observe the birds in your local area. Describe their behaviors, songs, and the little dramas you witness among them.",1.0
Find a Fantasy writing prompt,"<Nature Writing> </Nature Writing> <Observation> </Observation> <The Language of Birds> </The Language of Birds> prompt Observe the birds in your local area. Describe their behaviors, songs, and the little dramas you witness among them.",0.0
Find a writing prompt about ultimate and describe and feelings,"<Food Writing> </Food Writing> <Memory> </Memory> <The Taste of Comfort> </The Taste of Comfort> prompt What food brings you ultimate comfort? Describe its taste, texture, smell, and the memories or feelings it evokes.",1.0
Find a Fantasy writing prompt,"<Food Writing> </Food Writing> <Memory> </Memory> <The Taste of Comfort> </The Taste of Comfort> prompt What food brings you ultimate comfort? Describe its taste, texture, smell, and the memories or feelings it evokes.",0.0
Find a writing prompt about place,"<Profile> </Profile> <Place> </Place> <The Heart of My Town> </The Heart of My Town> prompt Write a profile of a specific place in your town/city that you feel is its ""heart"" or most defining feature (e.g., a park, a market, a library).",1.0
Find a Fantasy writing prompt,"<Profile> </Profile> <Place> </Place> <The Heart of My Town> </The Heart of My Town> prompt Write a profile of a specific place in your town/city that you feel is its ""heart"" or most defining feature (e.g., a park, a market, a library).",0.0
Find a writing prompt about keeps,"<Cultural Commentary> </Cultural Commentary> <The Mundane> </The Mundane> <The Unseen Labor> </The Unseen Labor> prompt Reflect on a type of ""unseen labor"" that keeps society functioning (e.g., street cleaning, night-shift work, emotional labor).",1.0
Find a Fantasy writing prompt,"<Cultural Commentary> </Cultural Commentary> <The Mundane> </The Mundane> <The Unseen Labor> </The Unseen Labor> prompt Reflect on a type of ""unseen labor"" that keeps society functioning (e.g., street cleaning, night-shift work, emotional labor).",0.0
Find a writing prompt about found and before and describe,"<Historical Reflection> </Historical Reflection> <Technology> </Technology> <Before the Internet> </Before the Internet> prompt Describe how you (or your parents/grandparents) found information, connected with people, or entertained yourselves before the internet was ubiquitous.",1.0
Find a Fantasy writing prompt,"<Historical Reflection> </Historical Reflection> <Technology> </Technology> <Before the Internet> </Before the Internet> prompt Describe how you (or your parents/grandparents) found information, connected with people, or entertained yourselves before the internet was ubiquitous.",0.0
Find a writing prompt about someone,"<Humorous Essay> </Humorous Essay> <Hobbies> </Hobbies> <My Collection of [Quirky Thing] </My Collection of [Quirky Thing]> prompt Write about a quirky or unusual collection you have (or someone you know has). Why was it started, and what makes it special/funny?",1.0
Find a Fantasy writing prompt,"<Humorous Essay> </Humorous Essay> <Hobbies> </Hobbies> <My Collection of [Quirky Thing] </My Collection of [Quirky Thing]> prompt Write about a quirky or unusual collection you have (or someone you know has). Why was it started, and what makes it special/funny?",0.0
Find a writing prompt about techniques and explain and getting,"<How-To / Skill Share> </How-To / Skill Share> <Creativity> </Creativity> <The Simple Art of Doodling> </The Simple Art of Doodling> prompt Explain the simple joy and benefits of doodling, perhaps sharing a few easy techniques for getting started.",1.0
Find a Fantasy writing prompt,"<How-To / Skill Share> </How-To / Skill Share> <Creativity> </Creativity> <The Simple Art of Doodling> </The Simple Art of Doodling> prompt Explain the simple joy and benefits of doodling, perhaps sharing a few easy techniques for getting started.",0.0
Find a writing prompt about sounds and close and describe,"<Observational Essay> </Observational Essay> <The Senses> </The Senses> <The Symphony of the City </The Symphony of the City> prompt Close your eyes and listen to the sounds of your city or neighborhood for 10 minutes. Describe the ""symphony"" you hear.",1.0
Find a Fantasy writing prompt,"<Observational Essay> </Observational Essay> <The Senses> </The Senses> <The Symphony of the City </The Symphony of the City> prompt Close your eyes and listen to the sounds of your city or neighborhood for 10 minutes. Describe the ""symphony"" you hear.",0.0
Find a writing prompt about about,<Reflective Essay> </Reflective Essay> <Self-Discovery> </Self-Discovery> <A Time I Changed My Mind> </A Time I Changed My Mind> prompt Write about a significant time you changed your mind about something important. What led to the change?,1.0
Find a Fantasy writing prompt,<Reflective Essay> </Reflective Essay> <Self-Discovery> </Self-Discovery> <A Time I Changed My Mind> </A Time I Changed My Mind> prompt Write about a significant time you changed your mind about something important. What led to the change?,0.0
Find a writing prompt about beyond,"<Memoir> </Memoir> <Learning> </Learning> <The Teacher I'll Never Forget> </The Teacher I'll Never Forget> prompt Describe a teacher who had a profound impact on your life, for better or worse. What did they teach you beyond the curriculum?",1.0
Find a Fantasy writing prompt,"<Memoir> </Memoir> <Learning> </Learning> <The Teacher I'll Never Forget> </The Teacher I'll Never Forget> prompt Describe a teacher who had a profound impact on your life, for better or worse. What did they teach you beyond the curriculum?",0.0
Find a writing prompt about traveling,"<Travel Writing> </Travel Writing> <Food> </Food> <A Meal I Still Dream About> </A Meal I Still Dream About> prompt Describe a meal you ate while traveling that was unforgettable. What made it so special – the food, the company, the setting?",1.0
Find a Fantasy writing prompt,"<Travel Writing> </Travel Writing> <Food> </Food> <A Meal I Still Dream About> </A Meal I Still Dream About> prompt Describe a meal you ate while traveling that was unforgettable. What made it so special – the food, the company, the setting?",0.0
Find a writing prompt about describe,"<Nature Writing> </Nature Writing> <The Senses> </The Senses> <The Feel of Rain> </The Feel of Rain> prompt Describe the experience of being in the rain, focusing on all your senses: the sound, smell, feel on your skin, the look of the world.",1.0
Find a Fantasy writing prompt,"<Nature Writing> </Nature Writing> <The Senses> </The Senses> <The Feel of Rain> </The Feel of Rain> prompt Describe the experience of being in the rain, focusing on all your senses: the sound, smell, feel on your skin, the look of the world.",0.0
Find a writing prompt about learn and beyond and recount,"<Food Writing> </Food Writing> <Family> </Family> <Learning to Cook with [Family Member] </Learning to Cook with [Family Member]> prompt Recount the experience of learning to cook a specific dish from a family member. What was the process like, and what did you learn beyond the recipe?",1.0
